Scaffold_name	Bin_name	Pfam	domain_name	Abundance
5mSIPHEX1_0_scaffold_4_c1_617	5mSIPHEX1_0	PF03309	Type III pantothenate kinase	1
5mSIPHEX1_0_scaffold_23_c1_125	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_190_c1_59	5mSIPHEX1_0	PF00471	Ribosomal protein L33	1
5mSIPHEX1_0_scaffold_4_c1_530	5mSIPHEX1_0	PF03237	Terminase large subunit, T4likevirus-type, N-terminal	1
5mSIPHEX1_0_scaffold_4_c1_530	5mSIPHEX1_0	PF17289	Terminase RNaseH-like domain	1
5mSIPHEX1_0_scaffold_4_c1_551	5mSIPHEX1_0	PF10003	Integral membrane protein (DUF2244)	1
5mSIPHEX1_0_scaffold_4_c1_155	5mSIPHEX1_0	PF00156	Phosphoribosyl transferase domain	6
5mSIPHEX1_0_scaffold_12_c2_270	5mSIPHEX1_0	PF13458	Periplasmic binding protein	4
5mSIPHEX1_0_scaffold_1104_c1_5	5mSIPHEX1_0	PF14486	Domain of unknown function (DUF4432)	2
5mSIPHEX1_0_scaffold_9_c1_76	5mSIPHEX1_0	PF01266	FAD dependent oxidoreductase	8
5mSIPHEX1_0_scaffold_3_c1_433	5mSIPHEX1_0	PF05128	Domain of unknown function (DUF697)	1
5mSIPHEX1_0_scaffold_3_c1_314	5mSIPHEX1_0	PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	12
5mSIPHEX1_0_scaffold_4_c1_542	5mSIPHEX1_0	PF09356	Phage conserved hypothetical protein BR0599	1
5mSIPHEX1_0_scaffold_4_c1_542	5mSIPHEX1_0	PF09931	Uncharacterized conserved protein (DUF2163)	1
5mSIPHEX1_0_scaffold_41_c1_147	5mSIPHEX1_0	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component	14
5mSIPHEX1_0_scaffold_12_c2_70	5mSIPHEX1_0	PF04234	CopC domain	1
5mSIPHEX1_0_scaffold_4_c1_483	5mSIPHEX1_0	PF09130	Domain of unknown function (DUF1932)	1
5mSIPHEX1_0_scaffold_4_c1_483	5mSIPHEX1_0	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	10
5mSIPHEX1_0_scaffold_12_c2_34	5mSIPHEX1_0	PF01648	4'-phosphopantetheinyl transferase superfamily	1
5mSIPHEX1_0_scaffold_3_c1_393	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_190_c1_5	5mSIPHEX1_0	PF01795	MraW methylase family	1
5mSIPHEX1_0_scaffold_4_c1_400	5mSIPHEX1_0	PF13412	Winged helix-turn-helix DNA-binding	7
5mSIPHEX1_0_scaffold_4_c1_400	5mSIPHEX1_0	PF01037	Lrp/AsnC ligand binding domain	9
5mSIPHEX1_0_scaffold_41_c1_228	5mSIPHEX1_0	PF21342	SoxA/TsdA, cytochrome c domain	1
5mSIPHEX1_0_scaffold_12_c2_225	5mSIPHEX1_0	PF01799	[2Fe-2S] binding domain	6
5mSIPHEX1_0_scaffold_12_c2_225	5mSIPHEX1_0	PF00111	2Fe-2S iron-sulfur cluster binding domain	7
5mSIPHEX1_0_scaffold_23_c1_22	5mSIPHEX1_0	PF03561	Allantoicase repeat	1
5mSIPHEX1_0_scaffold_4_c1_490	5mSIPHEX1_0	PF00115	Cytochrome C and Quinol oxidase polypeptide I	3
5mSIPHEX1_0_scaffold_3_c1_483	5mSIPHEX1_0	PF03480	Bacterial extracellular solute-binding protein, family 7	17
5mSIPHEX1_0_scaffold_62_c1_39	5mSIPHEX1_0	PF06808	Tripartite ATP-independent periplasmic transporter, DctM component	21
5mSIPHEX1_0_scaffold_41_c1_23	5mSIPHEX1_0	PF04143	Sulphur transport	3
5mSIPHEX1_0_scaffold_62_c1_92	5mSIPHEX1_0	PF03588	Leucyl/phenylalanyl-tRNA protein transferase	1
5mSIPHEX1_0_scaffold_12_c2_381	5mSIPHEX1_0	PF00562	RNA polymerase Rpb2, domain 6	1
5mSIPHEX1_0_scaffold_12_c2_381	5mSIPHEX1_0	PF04561	RNA polymerase Rpb2, domain 2	1
5mSIPHEX1_0_scaffold_12_c2_381	5mSIPHEX1_0	PF04560	RNA polymerase Rpb2, domain 7	1
5mSIPHEX1_0_scaffold_12_c2_381	5mSIPHEX1_0	PF04563	RNA polymerase beta subunit	1
5mSIPHEX1_0_scaffold_12_c2_381	5mSIPHEX1_0	PF10385	RNA polymerase beta subunit external 1 domain	1
5mSIPHEX1_0_scaffold_12_c2_381	5mSIPHEX1_0	PF04565	RNA polymerase Rpb2, domain 3	1
5mSIPHEX1_0_scaffold_9_c1_242	5mSIPHEX1_0	PF00232	Glycosyl hydrolase family 1	1
5mSIPHEX1_0_scaffold_12_c2_137	5mSIPHEX1_0	PF05114	Protein of unknown function (DUF692)	1
5mSIPHEX1_0_scaffold_23_c1_274	5mSIPHEX1_0	PF00348	Polyprenyl synthetase	2
5mSIPHEX1_0_scaffold_4_c1_633	5mSIPHEX1_0	PF13406	Transglycosylase SLT domain	3
5mSIPHEX1_0_scaffold_4_c1_633	5mSIPHEX1_0	PF01471	Putative peptidoglycan binding domain	7
5mSIPHEX1_0_scaffold_12_c2_104	5mSIPHEX1_0	PF01032	FecCD transport family	3
5mSIPHEX1_0_scaffold_3_c1_2	5mSIPHEX1_0	PF20291	ABC-three component (ABC-3C) system Middle Component 5	1
5mSIPHEX1_0_scaffold_4_c1_13	5mSIPHEX1_0	PF00238	Ribosomal protein L14p/L23e	1
5mSIPHEX1_0_scaffold_4_c1_353	5mSIPHEX1_0	PF08264	Anticodon-binding domain of tRNA ligase	3
5mSIPHEX1_0_scaffold_4_c1_353	5mSIPHEX1_0	PF10458	Valyl tRNA synthetase tRNA binding arm	1
5mSIPHEX1_0_scaffold_4_c1_353	5mSIPHEX1_0	PF00133	tRNA synthetases class I (I, L, M and V)	3
5mSIPHEX1_0_scaffold_190_c1_62	5mSIPHEX1_0	PF01425	Amidase	3
5mSIPHEX1_0_scaffold_3_c1_358	5mSIPHEX1_0	PF06844	Protein of unknown function (DUF1244)	1
5mSIPHEX1_0_scaffold_190_c1_17	5mSIPHEX1_0	PF10658	Protein of unknown function (DUF2484)	1
5mSIPHEX1_0_scaffold_4_c1_577	5mSIPHEX1_0	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component	14
5mSIPHEX1_0_scaffold_41_c1_175	5mSIPHEX1_0	PF00294	pfkB family carbohydrate kinase	6
5mSIPHEX1_0_scaffold_62_c1_93	5mSIPHEX1_0	PF09923	Uncharacterized protein conserved in bacteria (DUF2155)	1
5mSIPHEX1_0_scaffold_9_c1_205	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_9_c1_205	5mSIPHEX1_0	PF08402	TOBE domain	7
5mSIPHEX1_0_scaffold_4_c1_624	5mSIPHEX1_0	PF07690	Major Facilitator Superfamily	16
5mSIPHEX1_0_scaffold_12_c2_22	5mSIPHEX1_0	PF02602	Uroporphyrinogen-III synthase HemD	1
5mSIPHEX1_0_scaffold_9_c1_371	5mSIPHEX1_0	PF00271	Helicase conserved C-terminal domain	11
5mSIPHEX1_0_scaffold_9_c1_371	5mSIPHEX1_0	PF17757	UvrB interaction domain	2
5mSIPHEX1_0_scaffold_9_c1_371	5mSIPHEX1_0	PF00270	DEAD/DEAH box helicase	9
5mSIPHEX1_0_scaffold_9_c1_371	5mSIPHEX1_0	PF02559	CarD-like/TRCF RID domain	2
5mSIPHEX1_0_scaffold_9_c1_371	5mSIPHEX1_0	PF03461	TRCF domain	1
5mSIPHEX1_0_scaffold_41_c1_78	5mSIPHEX1_0	PF00216	Bacterial DNA-binding protein	4
5mSIPHEX1_0_scaffold_12_c2_74	5mSIPHEX1_0	PF02073	Thermophilic metalloprotease (M29)	1
5mSIPHEX1_0_scaffold_41_c1_143	5mSIPHEX1_0	PF00857	Isochorismatase family	5
5mSIPHEX1_0_scaffold_3_c1_91	5mSIPHEX1_0	PF06776	Invasion associated locus B (IalB) protein	2
5mSIPHEX1_0_scaffold_4_c1_145	5mSIPHEX1_0	PF12146	Serine aminopeptidase, S33	1
5mSIPHEX1_0_scaffold_23_c1_293	5mSIPHEX1_0	PF07940	Heparinase II/III-like protein	1
5mSIPHEX1_0_scaffold_3_c1_450	5mSIPHEX1_0	PF05726	Pirin C-terminal cupin domain	1
5mSIPHEX1_0_scaffold_3_c1_450	5mSIPHEX1_0	PF02678	Pirin	1
5mSIPHEX1_0_scaffold_3_c1_11	5mSIPHEX1_0	PF07729	FCD domain	14
5mSIPHEX1_0_scaffold_3_c1_11	5mSIPHEX1_0	PF00392	Bacterial regulatory proteins, gntR family	18
5mSIPHEX1_0_scaffold_4_c1_557	5mSIPHEX1_0	PF04079	Segregation and condensation complex subunit ScpB	1
5mSIPHEX1_0_scaffold_4_c1_498	5mSIPHEX1_0	PF01814	Hemerythrin HHE cation binding domain	1
5mSIPHEX1_0_scaffold_9_c1_33	5mSIPHEX1_0	PF00557	Metallopeptidase family M24	7
5mSIPHEX1_0_scaffold_9_c1_33	5mSIPHEX1_0	PF01321	Creatinase/Prolidase N-terminal domain	4
5mSIPHEX1_0_scaffold_4_c1_354	5mSIPHEX1_0	PF02738	Molybdopterin cofactor-binding domain	7
5mSIPHEX1_0_scaffold_4_c1_354	5mSIPHEX1_0	PF20256	Molybdopterin cofactor-binding domain	7
5mSIPHEX1_0_scaffold_4_c1_354	5mSIPHEX1_0	PF01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	7
5mSIPHEX1_0_scaffold_12_c2_132	5mSIPHEX1_0	PF00528	Binding-protein-dependent transport system inner membrane component	54
5mSIPHEX1_0_scaffold_23_c1_64	5mSIPHEX1_0	PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region	3
5mSIPHEX1_0_scaffold_4_c1_416	5mSIPHEX1_0	PF06339	Ectoine synthase	1
5mSIPHEX1_0_scaffold_23_c1_154	5mSIPHEX1_0	PF14759	Reductase C-terminal	1
5mSIPHEX1_0_scaffold_23_c1_154	5mSIPHEX1_0	PF07992	Pyridine nucleotide-disulphide oxidoreductase	15
5mSIPHEX1_0_scaffold_3_c1_19	5mSIPHEX1_0	PF03807	NADP oxidoreductase coenzyme F420-dependent	2
5mSIPHEX1_0_scaffold_3_c1_19	5mSIPHEX1_0	PF14748	Pyrroline-5-carboxylate reductase dimerisation	2
5mSIPHEX1_0_scaffold_12_c2_258	5mSIPHEX1_0	PF00528	Binding-protein-dependent transport system inner membrane component	54
5mSIPHEX1_0_scaffold_12_c2_258	5mSIPHEX1_0	PF12911	N-terminal TM domain of oligopeptide transport permease C	7
5mSIPHEX1_0_scaffold_9_c1_25	5mSIPHEX1_0	PF12706	Beta-lactamase superfamily domain	4
5mSIPHEX1_0_scaffold_9_c1_25	5mSIPHEX1_0	PF07521	Zn-dependent metallo-hydrolase RNA specificity domain	2
5mSIPHEX1_0_scaffold_62_c1_95	5mSIPHEX1_0	PF06463	Molybdenum Cofactor Synthesis C	1
5mSIPHEX1_0_scaffold_62_c1_95	5mSIPHEX1_0	PF04055	Radical SAM superfamily	10
5mSIPHEX1_0_scaffold_62_c1_95	5mSIPHEX1_0	PF13353	4Fe-4S single cluster domain	1
5mSIPHEX1_0_scaffold_659_c1_20	5mSIPHEX1_0	PF10134	Replication initiator protein A	3
5mSIPHEX1_0_scaffold_4_c1_470	5mSIPHEX1_0	PF07702	UTRA domain	3
5mSIPHEX1_0_scaffold_4_c1_470	5mSIPHEX1_0	PF00392	Bacterial regulatory proteins, gntR family	18
5mSIPHEX1_0_scaffold_62_c1_19	5mSIPHEX1_0	PF03734	L,D-transpeptidase catalytic domain	7
5mSIPHEX1_0_scaffold_4_c1_292	5mSIPHEX1_0	PF08502	LeuA allosteric (dimerisation) domain	2
5mSIPHEX1_0_scaffold_4_c1_292	5mSIPHEX1_0	PF00682	HMGL-like	3
5mSIPHEX1_0_scaffold_9_c1_9	5mSIPHEX1_0	PF06055	Exopolysaccharide synthesis, ExoD	3
5mSIPHEX1_0_scaffold_4_c1_62	5mSIPHEX1_0	PF01494	FAD binding domain	6
5mSIPHEX1_0_scaffold_12_c2_177	5mSIPHEX1_0	PF05239	PRC-barrel domain	6
5mSIPHEX1_0_scaffold_12_c2_177	5mSIPHEX1_0	PF01782	RimM N-terminal domain	1
5mSIPHEX1_0_scaffold_41_c1_136	5mSIPHEX1_0	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	26
5mSIPHEX1_0_scaffold_41_c1_136	5mSIPHEX1_0	PF03466	LysR substrate binding domain	26
5mSIPHEX1_0_scaffold_62_c1_6	5mSIPHEX1_0	PF06684	Amino acid synthesis	2
5mSIPHEX1_0_scaffold_4_c1_73	5mSIPHEX1_0	PF17645	Arylmalonate decarboxylase	1
5mSIPHEX1_0_scaffold_12_c2_346	5mSIPHEX1_0	PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	2
5mSIPHEX1_0_scaffold_12_c2_346	5mSIPHEX1_0	PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	2
5mSIPHEX1_0_scaffold_4_c1_536	5mSIPHEX1_0	PF11367	Protein of unknown function (DUF3168)	2
5mSIPHEX1_0_scaffold_12_c2_27	5mSIPHEX1_0	PF11015	Protein of unknown function (DUF2853)	1
5mSIPHEX1_0_scaffold_4_c1_158	5mSIPHEX1_0	PF01243	Pyridoxamine 5'-phosphate oxidase	2
5mSIPHEX1_0_scaffold_4_c1_158	5mSIPHEX1_0	PF10590	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region	1
5mSIPHEX1_0_scaffold_9_c1_78	5mSIPHEX1_0	PF07992	Pyridine nucleotide-disulphide oxidoreductase	15
5mSIPHEX1_0_scaffold_9_c1_78	5mSIPHEX1_0	PF08669	Glycine cleavage T-protein C-terminal barrel domain	3
5mSIPHEX1_0_scaffold_9_c1_78	5mSIPHEX1_0	PF13510	2Fe-2S iron-sulfur cluster binding domain	2
5mSIPHEX1_0_scaffold_9_c1_78	5mSIPHEX1_0	PF17806	Sarcosine oxidase A3 domain	1
5mSIPHEX1_0_scaffold_9_c1_78	5mSIPHEX1_0	PF01571	Aminomethyltransferase folate-binding domain	4
5mSIPHEX1_0_scaffold_3_c1_152	5mSIPHEX1_0	PF08443	RimK-like ATP-grasp domain	2
5mSIPHEX1_0_scaffold_9_c1_16	5mSIPHEX1_0	PF00440	Bacterial regulatory proteins, tetR family	11
5mSIPHEX1_0_scaffold_3_c1_53	5mSIPHEX1_0	PF00756	Putative esterase	2
5mSIPHEX1_0_scaffold_3_c1_462	5mSIPHEX1_0	PF20501	MBH, subunit E	1
5mSIPHEX1_0_scaffold_3_c1_462	5mSIPHEX1_0	PF04039	Domain related to MnhB subunit of Na+/H+ antiporter	1
5mSIPHEX1_0_scaffold_3_c1_462	5mSIPHEX1_0	PF00361	Proton-conducting membrane transporter	5
5mSIPHEX1_0_scaffold_3_c1_462	5mSIPHEX1_0	PF00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	2
5mSIPHEX1_0_scaffold_3_c1_462	5mSIPHEX1_0	PF13244	MBH, subunit D	1
5mSIPHEX1_0_scaffold_9_c1_396	5mSIPHEX1_0	PF18011	C-terminal domain found in long catalases	1
5mSIPHEX1_0_scaffold_9_c1_396	5mSIPHEX1_0	PF00199	Catalase	2
5mSIPHEX1_0_scaffold_9_c1_396	5mSIPHEX1_0	PF06628	Catalase-related immune-responsive	2
5mSIPHEX1_0_scaffold_41_c1_157	5mSIPHEX1_0	PF01472	PUA domain	1
5mSIPHEX1_0_scaffold_41_c1_157	5mSIPHEX1_0	PF00696	Amino acid kinase family	5
5mSIPHEX1_0_scaffold_3_c1_260	5mSIPHEX1_0	PF13481	AAA domain	2
5mSIPHEX1_0_scaffold_41_c1_152	5mSIPHEX1_0	PF09832	Uncharacterized protein conserved in bacteria (DUF2059)	1
5mSIPHEX1_0_scaffold_12_c2_187	5mSIPHEX1_0	PF03061	Thioesterase superfamily	4
5mSIPHEX1_0_scaffold_9_c1_384	5mSIPHEX1_0	PF05704	Capsular polysaccharide synthesis protein	1
5mSIPHEX1_0_scaffold_23_c1_28	5mSIPHEX1_0	PF03466	LysR substrate binding domain	26
5mSIPHEX1_0_scaffold_23_c1_28	5mSIPHEX1_0	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	26
5mSIPHEX1_0_scaffold_23_c1_161	5mSIPHEX1_0	PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	2
5mSIPHEX1_0_scaffold_23_c1_161	5mSIPHEX1_0	PF07992	Pyridine nucleotide-disulphide oxidoreductase	15
5mSIPHEX1_0_scaffold_3_c1_625	5mSIPHEX1_0	PF00166	Chaperonin 10 Kd subunit	1
5mSIPHEX1_0_scaffold_12_c2_183	5mSIPHEX1_0	PF06108	Protein of unknown function (DUF952)	1
5mSIPHEX1_0_scaffold_12_c2_142	5mSIPHEX1_0	PF02417	Chromate transporter	1
5mSIPHEX1_0_scaffold_41_c1_207	5mSIPHEX1_0	PF05198	Translation initiation factor IF-3, N-terminal domain	1
5mSIPHEX1_0_scaffold_41_c1_207	5mSIPHEX1_0	PF00707	Translation initiation factor IF-3, C-terminal domain	1
5mSIPHEX1_0_scaffold_12_c2_322	5mSIPHEX1_0	PF04760	Translation initiation factor IF-2, N-terminal region	1
5mSIPHEX1_0_scaffold_12_c2_322	5mSIPHEX1_0	PF08364	Bacterial translation initiation factor IF-2 associated region	1
5mSIPHEX1_0_scaffold_12_c2_322	5mSIPHEX1_0	PF00009	Elongation factor Tu GTP binding domain	7
5mSIPHEX1_0_scaffold_12_c2_322	5mSIPHEX1_0	PF11987	Translation-initiation factor 2	1
5mSIPHEX1_0_scaffold_23_c1_215	5mSIPHEX1_0	PF01048	Phosphorylase superfamily	3
5mSIPHEX1_0_scaffold_23_c1_215	5mSIPHEX1_0	PF10423	Bacterial AMP nucleoside phosphorylase N-terminus	1
5mSIPHEX1_0_scaffold_12_c2_283	5mSIPHEX1_0	PF02151	UvrB/uvrC motif	2
5mSIPHEX1_0_scaffold_12_c2_283	5mSIPHEX1_0	PF04851	Type III restriction enzyme, res subunit	2
5mSIPHEX1_0_scaffold_12_c2_283	5mSIPHEX1_0	PF12344	Ultra-violet resistance protein B	1
5mSIPHEX1_0_scaffold_12_c2_283	5mSIPHEX1_0	PF00271	Helicase conserved C-terminal domain	11
5mSIPHEX1_0_scaffold_12_c2_283	5mSIPHEX1_0	PF17757	UvrB interaction domain	2
5mSIPHEX1_0_scaffold_4_c1_318	5mSIPHEX1_0	PF02843	Phosphoribosylglycinamide synthetase, C domain	1
5mSIPHEX1_0_scaffold_4_c1_318	5mSIPHEX1_0	PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	1
5mSIPHEX1_0_scaffold_4_c1_318	5mSIPHEX1_0	PF02844	Phosphoribosylglycinamide synthetase, N domain	1
5mSIPHEX1_0_scaffold_62_c1_81	5mSIPHEX1_0	PF09339	IclR helix-turn-helix domain	9
5mSIPHEX1_0_scaffold_4_c1_289	5mSIPHEX1_0	PF01625	Peptide methionine sulfoxide reductase	1
5mSIPHEX1_0_scaffold_190_c1_9	5mSIPHEX1_0	PF01225	Mur ligase family, catalytic domain	3
5mSIPHEX1_0_scaffold_190_c1_9	5mSIPHEX1_0	PF08245	Mur ligase middle domain	5
5mSIPHEX1_0_scaffold_190_c1_9	5mSIPHEX1_0	PF02875	Mur ligase family, glutamate ligase domain	4
5mSIPHEX1_0_scaffold_3_c1_268	5mSIPHEX1_0	PF00180	Isocitrate/isopropylmalate dehydrogenase	4
5mSIPHEX1_0_scaffold_41_c1_135	5mSIPHEX1_0	PF01425	Amidase	3
5mSIPHEX1_0_scaffold_4_c1_65	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_4_c1_65	5mSIPHEX1_0	PF08352	Oligopeptide/dipeptide transporter, C-terminal region	13
5mSIPHEX1_0_scaffold_3_c1_130	5mSIPHEX1_0	PF00486	Transcriptional regulatory protein, C terminal	6
5mSIPHEX1_0_scaffold_3_c1_130	5mSIPHEX1_0	PF00072	Response regulator receiver domain	30
5mSIPHEX1_0_scaffold_12_c2_282	5mSIPHEX1_0	PF13453	Transcription factor zinc-finger	1
5mSIPHEX1_0_scaffold_4_c1_555	5mSIPHEX1_0	PF00933	Glycosyl hydrolase family 3 N terminal domain	1
5mSIPHEX1_0_scaffold_62_c1_73	5mSIPHEX1_0	PF03734	L,D-transpeptidase catalytic domain	7
5mSIPHEX1_0_scaffold_23_c1_129	5mSIPHEX1_0	PF01494	FAD binding domain	6
5mSIPHEX1_0_scaffold_3_c1_579	5mSIPHEX1_0	PF00557	Metallopeptidase family M24	7
5mSIPHEX1_0_scaffold_3_c1_579	5mSIPHEX1_0	PF01321	Creatinase/Prolidase N-terminal domain	4
5mSIPHEX1_0_scaffold_9_c1_99	5mSIPHEX1_0	PF00749	tRNA synthetases class I (E and Q), catalytic domain	3
5mSIPHEX1_0_scaffold_9_c1_99	5mSIPHEX1_0	PF19269	Anticodon binding domain	2
5mSIPHEX1_0_scaffold_23_c1_259	5mSIPHEX1_0	PF01634	ATP phosphoribosyltransferase	1
5mSIPHEX1_0_scaffold_41_c1_138	5mSIPHEX1_0	PF02653	Branched-chain amino acid transport system / permease component	17
5mSIPHEX1_0_scaffold_12_c2_334	5mSIPHEX1_0	PF01553	Acyltransferase	4
5mSIPHEX1_0_scaffold_4_c1_121	5mSIPHEX1_0	PF01740	STAS domain	4
5mSIPHEX1_0_scaffold_3_c1_363	5mSIPHEX1_0	PF02912	Aminoacyl tRNA synthetase class II, N-terminal domain	1
5mSIPHEX1_0_scaffold_3_c1_363	5mSIPHEX1_0	PF01409	tRNA synthetases class II core domain (F)	1
5mSIPHEX1_0_scaffold_3_c1_604	5mSIPHEX1_0	PF02580	D-Tyr-tRNA(Tyr) deacylase	1
5mSIPHEX1_0_scaffold_3616_c1_3	5mSIPHEX1_0	PF01965	DJ-1/PfpI family	2
5mSIPHEX1_0_scaffold_41_c1_164	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_41_c1_208	5mSIPHEX1_0	PF02464	Competence-damaged protein	2
5mSIPHEX1_0_scaffold_62_c1_86	5mSIPHEX1_0	PF04273	Beta-lactamase hydrolase-like protein, phosphatase-like domain	3
5mSIPHEX1_0_scaffold_9_c1_175	5mSIPHEX1_0	PF01464	Transglycosylase SLT domain	5
5mSIPHEX1_0_scaffold_12_c2_299	5mSIPHEX1_0	PF00816	H-NS histone family	1
5mSIPHEX1_0_scaffold_3_c1_66	5mSIPHEX1_0	PF21337	M17 aminopeptidase, N-terminal domain	1
5mSIPHEX1_0_scaffold_3_c1_66	5mSIPHEX1_0	PF00883	Cytosol aminopeptidase family, catalytic domain	2
5mSIPHEX1_0_scaffold_3_c1_417	5mSIPHEX1_0	PF03448	MgtE intracellular N domain	1
5mSIPHEX1_0_scaffold_3_c1_417	5mSIPHEX1_0	PF00571	CBS domain	6
5mSIPHEX1_0_scaffold_3_c1_417	5mSIPHEX1_0	PF01769	Divalent cation transporter	1
5mSIPHEX1_0_scaffold_12_c2_119	5mSIPHEX1_0	PF04303	PrpF protein	1
5mSIPHEX1_0_scaffold_3_c1_237	5mSIPHEX1_0	PF00120	Glutamine synthetase, catalytic domain	4
5mSIPHEX1_0_scaffold_3_c1_237	5mSIPHEX1_0	PF03951	Glutamine synthetase, beta-Grasp domain	1
5mSIPHEX1_0_scaffold_4_c1_42	5mSIPHEX1_0	PF00300	Histidine phosphatase superfamily (branch 1)	1
5mSIPHEX1_0_scaffold_4_c1_605	5mSIPHEX1_0	PF17267	Family of unknown function (DUF5333)	1
5mSIPHEX1_0_scaffold_3_c1_248	5mSIPHEX1_0	PF13177	DNA polymerase III, delta subunit	2
5mSIPHEX1_0_scaffold_9_c1_91	5mSIPHEX1_0	PF01571	Aminomethyltransferase folate-binding domain	4
5mSIPHEX1_0_scaffold_23_c1_210	5mSIPHEX1_0	PF07228	Stage II sporulation protein E (SpoIIE)	1
5mSIPHEX1_0_scaffold_23_c1_210	5mSIPHEX1_0	PF00072	Response regulator receiver domain	30
5mSIPHEX1_0_scaffold_9_c1_190	5mSIPHEX1_0	PF20432	Antitoxin Xre-like helix-turn-helix domain	1
5mSIPHEX1_0_scaffold_9_c1_190	5mSIPHEX1_0	PF09722	Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain	1
5mSIPHEX1_0_scaffold_62_c1_125	5mSIPHEX1_0	PF04551	GcpE protein	1
5mSIPHEX1_0_scaffold_23_c1_247	5mSIPHEX1_0	PF03641	Possible lysine decarboxylase	2
5mSIPHEX1_0_scaffold_12_c2_103	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_3_c1_188	5mSIPHEX1_0	PF00950	ABC 3 transport family	3
5mSIPHEX1_0_scaffold_23_c1_57	5mSIPHEX1_0	PF12806	Acetyl-CoA dehydrogenase C-terminal like	2
5mSIPHEX1_0_scaffold_23_c1_57	5mSIPHEX1_0	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	4
5mSIPHEX1_0_scaffold_23_c1_57	5mSIPHEX1_0	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	5
5mSIPHEX1_0_scaffold_23_c1_57	5mSIPHEX1_0	PF02770	Acyl-CoA dehydrogenase, middle domain	4
5mSIPHEX1_0_scaffold_3_c1_86	5mSIPHEX1_0	PF00133	tRNA synthetases class I (I, L, M and V)	3
5mSIPHEX1_0_scaffold_3_c1_86	5mSIPHEX1_0	PF13603	Leucyl-tRNA synthetase, editing domain	1
5mSIPHEX1_0_scaffold_3_c1_86	5mSIPHEX1_0	PF09334	tRNA synthetases class I (M)	2
5mSIPHEX1_0_scaffold_3_c1_86	5mSIPHEX1_0	PF08264	Anticodon-binding domain of tRNA ligase	3
5mSIPHEX1_0_scaffold_9_c1_12	5mSIPHEX1_0	PF00128	Alpha amylase, catalytic domain	9
5mSIPHEX1_0_scaffold_9_c1_61	5mSIPHEX1_0	PF00528	Binding-protein-dependent transport system inner membrane component	54
5mSIPHEX1_0_scaffold_12_c2_126	5mSIPHEX1_0	PF00156	Phosphoribosyl transferase domain	6
5mSIPHEX1_0_scaffold_3_c1_185	5mSIPHEX1_0	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	10
5mSIPHEX1_0_scaffold_3_c1_185	5mSIPHEX1_0	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	7
5mSIPHEX1_0_scaffold_9_c1_234	5mSIPHEX1_0	PF12840	Helix-turn-helix domain	2
5mSIPHEX1_0_scaffold_3_c1_155	5mSIPHEX1_0	PF03567	Sulfotransferase family	2
5mSIPHEX1_0_scaffold_23_c1_77	5mSIPHEX1_0	PF20256	Molybdopterin cofactor-binding domain	7
5mSIPHEX1_0_scaffold_23_c1_77	5mSIPHEX1_0	PF02738	Molybdopterin cofactor-binding domain	7
5mSIPHEX1_0_scaffold_23_c1_77	5mSIPHEX1_0	PF01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	7
5mSIPHEX1_0_scaffold_4_c1_396	5mSIPHEX1_0	PF00809	Pterin binding enzyme	2
5mSIPHEX1_0_scaffold_4_c1_582	5mSIPHEX1_0	PF05853	beta-keto acid cleavage enzyme	2
5mSIPHEX1_0_scaffold_9_c1_142	5mSIPHEX1_0	PF00005	ABC transporter	74
5mSIPHEX1_0_scaffold_9_c1_67	5mSIPHEX1_0	PF00072	Response regulator receiver domain	30
5mSIPHEX1_0_scaffold_2721_c1_4	5mSIPHEX1_0	PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	12
