Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	Bin_10	Bin_12	Bin_56	Bin_113	Bin_1	Bin_2
M00082	Fatty acid biosynthesis, initiation	map01212	Fatty acid metabolism	NA	NA	NA	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	ec:2.3.1.39	K00645	NA	NA	1	0	0	0	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	map01212	Fatty acid metabolism	NA	NA	NA	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	ec:2.3.1.39	K00645	NA	NA	1	0	0	0	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01212	Fatty acid metabolism	NA	NA	NA	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	ec:2.3.1.39	K00645	NA	NA	1	0	0	0	0	0
M00083	Fatty acid biosynthesis, elongation	map00061	Fatty acid biosynthesis	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00061	Fatty acid biosynthesis	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map00061	Fatty acid biosynthesis	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00083	Fatty acid biosynthesis, elongation	map00333	Prodigiosin biosynthesis	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00333	Prodigiosin biosynthesis	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map00333	Prodigiosin biosynthesis	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00083	Fatty acid biosynthesis, elongation	map00780	Biotin metabolism	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00780	Biotin metabolism	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map00780	Biotin metabolism	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00083	Fatty acid biosynthesis, elongation	map01100	Metabolic pathways	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01100	Metabolic pathways	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01100	Metabolic pathways	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00083	Fatty acid biosynthesis, elongation	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00083	Fatty acid biosynthesis, elongation	map01212	Fatty acid metabolism	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01212	Fatty acid metabolism	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01212	Fatty acid metabolism	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00083	Fatty acid biosynthesis, elongation	map01240	Biosynthesis of cofactors	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01240	Biosynthesis of cofactors	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01240	Biosynthesis of cofactors	NA	NA	NA	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	ec:1.1.1.100	K00059	NA	NA	1	1	0	0	1	0
M00848	Aurachin biosynthesis, anthranilate => aurachin A	map00998	Biosynthesis of various secondary metabolites - part 2	NA	NA	NA	acpP	acyl carrier protein	NA	K02078	NA	NA	1	0	0	0	0	0
M00848	Aurachin biosynthesis, anthranilate => aurachin A	map01100	Metabolic pathways	NA	NA	NA	acpP	acyl carrier protein	NA	K02078	NA	NA	1	0	0	0	0	0
M00848	Aurachin biosynthesis, anthranilate => aurachin A	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	acpP	acyl carrier protein	NA	K02078	NA	NA	1	0	0	0	0	0
M00083	Fatty acid biosynthesis, elongation	map00061	Fatty acid biosynthesis	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00061	Fatty acid biosynthesis	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	map00061	Fatty acid biosynthesis	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map00061	Fatty acid biosynthesis	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00083	Fatty acid biosynthesis, elongation	map00780	Biotin metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00780	Biotin metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	map00780	Biotin metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map00780	Biotin metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00083	Fatty acid biosynthesis, elongation	map01100	Metabolic pathways	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01100	Metabolic pathways	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	map01100	Metabolic pathways	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01100	Metabolic pathways	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00083	Fatty acid biosynthesis, elongation	map01212	Fatty acid metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01212	Fatty acid metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	map01212	Fatty acid metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01212	Fatty acid metabolism	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00083	Fatty acid biosynthesis, elongation	map01240	Biosynthesis of cofactors	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01240	Biosynthesis of cofactors	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	map01240	Biosynthesis of cofactors	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	map01240	Biosynthesis of cofactors	NA	NA	NA	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	ec:2.3.1.179	K09458	NA	NA	1	0	0	0	0	0
NA	NA	NA	NA	NA	NA	NA	K07082	UPF0755 protein	NA	K07082	NA	NA	1	0	0	0	1	1
M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP	map00240	Pyrimidine metabolism	NA	NA	NA	tmk, DTYMK	dTMP kinase [EC:2.7.4.9]	ec:2.7.4.9	K00943	NA	NA	1	0	1	0	1	0
M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP	map01100	Metabolic pathways	NA	NA	NA	tmk, DTYMK	dTMP kinase [EC:2.7.4.9]	ec:2.7.4.9	K00943	NA	NA	1	0	1	0	1	0
NA	NA	map00250	Alanine, aspartate and glutamate metabolism	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.5.5.2	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map00250	Alanine, aspartate and glutamate metabolism	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.2.1.88	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map00330	Arginine and proline metabolism	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.5.5.2	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map00330	Arginine and proline metabolism	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.2.1.88	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.5.5.2	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.2.1.88	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.5.5.2	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	ec:1.2.1.88	K13821	NA	NA	1	0	0	0	0	0
NA	NA	map00330	Arginine and proline metabolism	NA	NA	NA	PRODH, fadM, putB	proline dehydrogenase [EC:1.5.5.2]	ec:1.5.5.2	K00318	NA	NA	1	1	0	0	0	1
NA	NA	map01100	Metabolic pathways	NA	NA	NA	PRODH, fadM, putB	proline dehydrogenase [EC:1.5.5.2]	ec:1.5.5.2	K00318	NA	NA	1	1	0	0	0	1
NA	NA	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	PRODH, fadM, putB	proline dehydrogenase [EC:1.5.5.2]	ec:1.5.5.2	K00318	NA	NA	1	1	0	0	0	1
NA	NA	NA	NA	NA	NA	NA	putP	sodium/proline symporter	NA	K11928	NA	NA	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00012	Glyoxylate cycle	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00012	Glyoxylate cycle	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00012	Glyoxylate cycle	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00012	Glyoxylate cycle	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00020	Citrate cycle (TCA cycle)	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00020	Citrate cycle (TCA cycle)	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00630	Glyoxylate and dicarboxylate metabolism	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00630	Glyoxylate and dicarboxylate metabolism	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00630	Glyoxylate and dicarboxylate metabolism	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map00630	Glyoxylate and dicarboxylate metabolism	Central metabolism	TCA cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.99	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
M00012	Glyoxylate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Reductive citrate cycle	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ec:4.2.1.3	K01682	Carbon Fixation	Reductive citrate cycle	1	0	0	0	0	0
